playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2551357","null","Glenn Winston","RB","CLE","RB","CLE","-131.021","0.1178","null","null","1783","176","null","null","0.0773","150.99","1632.01","0.5","0.344","-0.1387","2.0562","null",
"2541910","null","George Winn","RB","FA","RB","FA","-131.0893","0.0495","null","null","1784","177","null","null","0.0337","151","1633","null","0.0855","0","2.0698","null",
"2553486","null","Trey Williams","RB","FA","RB","FA","-131.1073","0.0315","null","null","1785","178","null","null","0.0315","150.99","1634.01","0","0.0544","0","2.0605","null",
"2532851","null","Cyrus Gray","RB","ATL","RB","ATL","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","2.0443","null",
"2552383","null","Terrence Magee","RB","BAL","RB","BAL","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"2543596","null","Dri Archer","RB","BUF","RB","BUF","-131.1387","0","null","null","1786","179","null","null","0","160.475","1625.525","1.4333","0","0","2.0443","null",
"2556854","null","Devon Johnson","RB","CAR","RB","CAR","-131.1387","0","null","null","1786","179","null","null","1.2189","160.485","1625.515","0.3333","0","0","2.0443","null",
"2550271","null","James Wilder","RB","CIN","RB","CIN","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"941","null","Ray Rice","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","160.455","1625.545","0.3333","0","0","3.0326","null",
"4231","null","Jed Collins","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","2.9868","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1","0","0","3.7314","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","160.495","1625.505","0.3333","0","0","3.0082","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1","0","0","3.1701","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1","0","0","3.1472","null",
"497145","null","Joique Bell","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.89","1635.11","1.445","0","0","4.7711","null",
"497172","null","Anthony Dixon","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.98","1635.02","1.5","0","0","2.0443","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","1","0","0","3.342","null",
"497176","null","Toby Gerhart","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.653","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2495161","null","Roy Helu","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0.5","0","0","5.538","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.98","1635.02","0.5","0","0","3.5596","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.97","1635.03","0.5","0","0","3.8002","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","126.93","1659.07","1.5233","0","0","2.7103","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","null","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.97","1635.03","1.5","0","0","3.3763","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2507737","null","Darrel Young","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1.5","0","0","null","null",
"2508051","null","John Conner","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2508096","null","Tyler Clutts","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","0","0","0","2.0443","null",
"2527672","null","Will Tukuafu","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","null","null","0","0","0","null","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","2.0443","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","3.4565","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","3.4435","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.93","1635.07","0.5","0","0","3.8095","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","3.2961","null",
"2533540","null","Edwin Baker","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2536532","null","Jorvorskie Lane","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","null","null",
"2539199","null","Cameron Marshall","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"2539341","null","Montee Ball","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","160.485","1625.515","0","0","0","2.9738","null",
"2540171","null","Joseph Randle","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","160.475","1625.525","0.4","0","0","3.0196","null",
"2541432","null","Michael Cox","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","null","null",
"2543559","null","Lache Seastrunk","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","3.3649","null",
"2543570","null","Storm Johnson","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.653","null",
"2543682","null","Bishop Sankey","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.96","1635.04","0.5","0","0","3.2847","null",
"2543690","null","Marion Grice","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","2.739","null",
"2550596","null","Darrin Reaves","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1","0","0","2.0443","null",
"2550633","null","Senorise Perry","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"2552476","null","Kenny Hilliard","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0.5","0","0","2.0443","null",
"2552634","null","Joey Iosefa","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","1","0","0","2.0443","null",
"2553117","null","Jarryd Hayne","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.97","1635.03","0.5","0","0","2.0443","null",
"2553533","null","Alonzo Harris","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","null","null",
"2553662","null","Gus Johnson","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","null","0","0","2.0443","null",
"2553797","null","Michael Dyer","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","151","1635","null","0","0","null","null",
"2556379","null","Zac Brooks","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0.5","0","0","2.0443","null",
"2556507","null","Marshaun Coprich","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.0443","null",
"2556541","null","Aaron Green","RB","FA","RB","FA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.0443","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","-131.1387","0","null","null","1786","179","null","null","0","160.495","1625.505","0.6667","0","0","3.7585","null",
"2495560","null","Ahmad Bradshaw","RB","IND","RB","IND","-131.1387","0","null","null","1786","179","null","null","0","160.475","1625.525","0.3333","0","0","3.3633","null",
"2535696","null","Joe Banyard","RB","JAC","RB","JAC","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.0443","null",
"2550448","null","Trey Watts","RB","LA","RB","LA","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0.75","0","0","null","null",
"2505936","null","Steven Jackson","RB","NE","RB","NE","-131.1387","0","null","null","1786","179","null","null","0","160.485","1625.515","0.3333","0","0","2.6473","null",
"2495172","null","Kendall Hunter","RB","NO","RB","NO","-131.1387","0","null","null","1786","179","null","null","0","150.99","1635.01","0","0","0","2.8306","null",
"89798","null","Antone Smith","RB","NYJ","RB","NYJ","-131.1387","0","null","null","1786","179","null","null","0","160.49","1625.51","0.5","0","0","2.0443","null",
"2540274","null","Matthew Tucker","RB","PHI","RB","PHI","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"2551247","null","Josh Harris","RB","PIT","RB","PIT","-131.1387","0","null","null","1786","179","null","null","0","151","1635","1","0","0","null","null",
"2550658","null","Branden Oliver","RB","SD","RB","SD","-131.1387","0","null","null","1786","179","null","null","0","160.475","1625.525","0.6667","0","0","2.0443","null",
"2553879","null","Jahwan Edwards","RB","SD","RB","SD","-131.1387","0","null","null","1786","179","null","null","0","null","null","null","0","0","null","null",
"2556603","null","Tre Madden","RB","SEA","RB","SEA","-131.1387","0","null","null","1786","179","null","null","0.6095","150.97","1635.03","0.585","0","0","2.0443","null",
"2550233","null","Rajion Neal","RB","CLE","RB","CLE","-132.3577","-1.2189","null","null","1852","245","null","null","null","151","1701","null","-0.3926","-2.71","2.5488","null",
"2555259","null","Carson Wentz","QB","PHI","QB","PHI","-135.6259","113.4968","null","226.3","1853","31","null","null","22.2633","173.1333","1679.8667","1.9233","169.6118","22.85","9.9896","4",
"2532888","null","Case Keenum","QB","LA","QB","LA","-153.2529","95.8698","null","236.1","1854","32","null","null","11.7604","160.465","1693.535","0.6667","143.0018","35.3198","6.7089","6",
"4381","null","Garrett Hartley","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.96","1704.04","1","0","0","null","null",
"2495162","null","Alex Henery","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","160.475","1694.525","0","0","0","null","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.96","1704.04","1","0","0","null","null",
"2506063","null","Josh Scobee","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.95","1704.05","1","0","0","7.1628","null",
"2542060","null","Jordan Gay","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","null","null","null","0","0","null","null",
"2543781","null","Zach Hocker","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.94","1704.06","1.67","0","0","2.9647","null",
"2550158","null","Nate Freese","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","160.48","1694.52","0.5","0","0","null","null",
"2550310","null","Carey Spear","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.94","1704.06","1.33","0","0","null","null",
"2553497","null","Kyle Brindza","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","0","150.96","1704.04","0","0","0","null","null",
"2553576","null","Tom Obarski","K","FA","K","FA","-157.0288","0","null","null","1855","39","null","null","null","null","null","0","0","0","null","null",
